Series,N,NF,Category,Starting Year,Starting Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
N2532,134,18,FINANCE,1983,1,2627.5,2916.0,2810.0,3232.1,2605.4,2750.8,2778.1,3060.8,4459.3,2611.2,2544.3,2612.3,2966.1,2030.6,2663.4,3711.3,2725.2,2531.8,2585.1,2741.7,3271.8,2412.2,2810.7,2825.2,2601.1,2919.3,3066.0,4193.9,2616.3,3115.5,3738.3,2993.3,5480.6,2928.7,2706.2,3950.3,4044.1,3506.3,3759.3,4173.3,3808.3,3588.7,3517.9,3636.4,4531.3,4023.9,4147.5,5689.9,5101.3,4135.5,4639.4,6571.3,4521.9,5065.2,4540.9,4183.3,4902.2,5279.8,4617.7,4836.8,4628.4,4295.4,4215.0,5848.1,4235.4,4617.6,4446.4,4288.1,5275.7,4654.7,4585.9,4889.8,4824.5,4412.6,4258.7,6175.3,3979.4,5003.8,4025.8,3911.4,4634.8,4601.8,4339.5,4643.0,4323.0,4114.3,4156.5,4203.6,3913.2,4242.9,4154.6,4060.0,4220.6,4422.6,4333.1,4822.8,4816.5,4650.5,3540.5,3633.0,3326.3,3446.0,3422.8,3120.0,3600.0,4406.1,3412.9,4978.3,4059.5,3665.9,3695.2,3296.0,2952.7,3683.9,4027.0,3620.6,5309.4,3448.4,3784.1,4014.8,3763.2,3903.4,4191.7,3836.5,3727.9,5669.3,3706.2,4036.8,4803.0,3916.9,4327.7,5054.3,5228.5,4124.4,,,,,,,,,,
N2533,134,18,FINANCE,1983,1,4536.6,4493.6,4683.8,4638.6,4113.4,3600.8,4609.2,5140.4,4139.4,4045.4,4316.2,4289.2,4072.2,3266.0,4433.4,3943.0,4337.2,4050.4,4271.0,4546.6,4722.4,3948.0,5010.4,4363.6,3971.6,5018.4,5399.4,4392.4,4693.6,5447.2,5250.6,5133.0,5432.4,5423.8,4766.0,5726.2,4696.0,5864.8,6156.4,5883.2,6265.8,6388.0,6055.0,6914.0,7358.8,7393.2,7659.2,9621.4,6917.6,7426.6,8394.6,7029.8,7628.8,7220.4,7900.2,7498.2,7805.6,8637.4,8356.2,8356.8,7067.6,7940.2,7755.4,8344.0,7751.6,7136.2,7998.8,7573.6,7807.6,7948.2,8002.4,7869.4,7162.0,7397.0,7478.8,7593.6,6710.6,7476.2,6867.8,6384.8,6450.6,6470.2,7455.4,7665.4,5892.8,6762.2,7225.8,7215.2,6818.8,7267.2,6930.2,7118.4,6766.8,6909.2,7471.8,7731.6,3980.4,4421.8,4813.4,4416.2,5244.6,4440.4,5574.2,4792.4,5480.8,5102.6,5449.2,5882.6,5839.0,6137.6,5896.0,5560.2,4700.6,4548.0,5060.4,5884.4,5533.0,5867.8,6069.8,6415.8,5506.6,6617.0,6906.6,6115.8,6200.0,5544.8,6145.0,6386.2,5987.0,6484.6,7210.2,6990.2,6046.4,7158.8,,,,,,,,,,
N2534,134,18,FINANCE,1983,1,4186.4,3979.9,3803.5,3865.0,3828.2,3841.5,3894.8,3866.1,3791.6,3813.8,3814.4,3889.4,4012.0,3634.0,3624.7,3715.3,3651.3,3752.0,3748.7,3726.1,3804.5,3848.7,3924.8,4069.8,4108.9,4023.4,4040.2,4166.5,4100.0,4236.4,4277.0,4295.9,4444.5,4545.0,4636.9,4812.2,4807.0,4663.5,4725.6,4883.7,4843.0,4992.2,5098.9,5126.4,5315.2,5458.7,5635.1,5956.1,5968.3,5704.6,5706.1,5941.3,5833.4,5880.9,5888.4,5837.0,5980.8,6109.4,6123.1,6214.1,6264.7,6006.1,6006.3,6207.0,6069.4,6199.9,6276.6,6198.2,6218.1,6191.6,6243.6,6374.6,6347.2,6067.7,6016.1,6131.0,5891.6,5958.7,6025.4,5955.9,6012.6,6039.7,6098.9,6281.0,6293.1,6062.3,6065.8,6251.2,6023.2,6119.7,6094.3,6072.8,6145.2,6105.2,6204.5,5915.0,5099.2,4855.1,4858.6,5030.1,4906.3,5040.7,5066.0,5060.7,5112.7,5158.4,5305.7,5553.2,5581.2,5523.8,5628.2,5045.5,4882.5,4949.6,4982.3,5016.2,5152.1,5313.6,5466.6,5654.0,5600.4,5388.2,5429.6,5654.1,5610.1,5723.8,5775.0,5776.7,5913.6,6003.6,6129.6,6285.8,6207.2,5959.4,,,,,,,,,,
N2535,134,18,FINANCE,1983,1,4131.5,3936.4,3760.1,3817.4,3783.3,3793.4,3844.0,3821.4,3741.8,3763.3,3761.5,3833.3,3950.7,3542.3,3556.9,3666.4,3594.2,3675.2,3685.8,3657.5,3741.5,3789.2,3854.2,3984.3,4038.0,3937.0,3972.8,4091.4,4024.7,4144.7,4194.8,4213.5,4378.2,4471.6,4545.4,4708.5,4694.9,4555.5,4637.8,4808.1,4758.1,4900.7,5011.8,5053.8,5246.3,5387.7,5542.1,5819.1,5860.0,5584.9,5614.6,5856.6,5726.0,5759.4,5807.8,5732.9,5902.0,5997.7,6028.2,6109.4,6134.5,5891.4,5914.7,6120.5,5964.1,6110.3,6174.9,6101.2,6118.1,6085.3,6128.7,6269.9,6232.3,5953.9,5925.5,6051.1,5788.1,5868.1,5928.8,5867.4,5918.8,5937.8,6004.4,6188.8,6191.4,5963.4,5979.7,6161.5,5926.9,6042.2,6008.1,5986.0,6054.4,6020.6,6109.9,5745.6,4882.4,4674.3,4740.8,4927.1,4803.3,4939.9,4975.4,4952.1,5019.8,5050.1,5216.5,5455.3,5480.9,5417.4,5525.4,4931.8,4782.5,4858.4,4885.7,4922.7,5052.7,5206.2,5362.4,5538.5,5474.4,5277.8,5308.3,5544.5,5510.4,5632.8,5666.1,5681.5,5804.6,5894.7,6019.5,6179.5,6062.4,5845.3,,,,,,,,,,
N2536,134,18,FINANCE,1983,1,2196.0,1740.0,1736.0,1904.0,1796.0,1924.0,2032.0,1788.0,1992.0,2020.0,2116.0,2244.0,2452.0,3668.0,2712.0,1956.0,2284.0,3072.0,2516.0,2744.0,2520.0,2380.0,2824.0,3420.0,2836.0,3456.0,2696.0,3004.0,3012.0,3668.0,3288.0,3296.0,2652.0,2936.0,3660.0,4148.0,4484.0,4320.0,3512.0,3024.0,3396.0,3660.0,3484.0,2904.0,2756.0,2840.0,3720.0,5480.0,4332.0,4788.0,3660.0,3388.0,4296.0,4860.0,3224.0,4164.0,3152.0,4468.0,3796.0,4188.0,5208.0,4588.0,3664.0,3460.0,4212.0,3584.0,4068.0,3880.0,4000.0,4252.0,4596.0,4188.0,4596.0,4552.0,3624.0,3196.0,4140.0,3624.0,3864.0,3540.0,3752.0,4076.0,3780.0,3688.0,4068.0,3956.0,3444.0,3588.0,3848.0,3096.0,3448.0,3472.0,3636.0,3388.0,3788.0,6660.0,8672.0,7236.0,4716.0,4120.0,4116.0,4032.0,3624.0,4344.0,3716.0,4332.0,3568.0,3916.0,4012.0,4260.0,4112.0,4548.0,4000.0,3652.0,3860.0,3740.0,3976.0,4296.0,4172.0,4620.0,5040.0,4416.0,4852.0,4384.0,3984.0,3644.0,4356.0,3808.0,4360.0,4356.0,4404.0,4252.0,5792.0,4564.0,,,,,,,,,,
N2537,134,18,FINANCE,1983,1,3505.0,3690.32,3504.52,3451.4,4074.38,3651.02,3619.28,3582.78,3388.82,3601.58,3746.72,3910.76,3565.0,3839.42,3640.28,3700.72,3824.24,3665.28,3584.2,3565.36,3642.44,3824.2,3728.06,4161.18,3816.92,3829.42,3769.28,3778.3,3985.9,3950.96,4090.16,3871.4,3866.58,4053.44,4380.44,5253.3,3997.58,4036.76,4148.74,4595.78,4613.68,4311.36,4463.32,4483.98,4329.32,4389.78,4932.14,5988.6,4723.28,4563.68,4453.08,4733.86,4792.66,4584.36,4450.38,4376.44,4953.14,4763.78,4504.96,4947.08,4433.1,4297.88,4464.68,4501.04,4306.34,4651.78,4524.62,4589.1,4429.48,4310.48,4811.44,4942.24,4385.58,4579.7,4343.7,4400.42,4882.28,4383.74,4319.62,4300.68,4450.02,4331.0,4467.46,4966.14,4647.02,4667.66,4400.7,4382.12,4690.54,4427.28,4300.0,4265.02,4512.52,4495.74,4344.22,5574.42,4280.08,4332.16,4363.48,4288.58,4503.74,4390.08,4231.58,4321.72,4364.42,4435.8,4884.94,5100.0,4611.64,4664.44,4739.5,4895.66,4948.22,4718.02,4812.98,4803.68,5314.64,5109.74,5520.82,6036.58,5064.4,5063.3,5375.98,5441.2,5383.08,5818.44,5393.36,5398.58,5810.98,5674.06,6003.38,6445.02,5798.84,5845.98,,,,,,,,,,
N2538,134,18,FINANCE,1983,1,2669.94,2778.72,2648.44,2631.32,3057.32,2730.66,2730.62,2738.7,2616.36,2773.54,2872.76,2999.42,2730.62,2907.22,2778.04,2833.94,2914.44,2788.86,2742.8,2726.52,2746.44,2927.42,2879.56,3262.02,2883.14,2903.2,2877.7,2874.3,3026.66,2979.42,3109.68,2966.76,2961.04,3103.84,3359.12,3976.24,3049.42,3089.14,3166.26,3459.04,3457.32,3292.66,3432.86,3388.4,3312.9,3390.04,3757.44,4612.38,3613.34,3525.14,3473.06,3662.22,3717.4,3466.9,3443.4,3383.16,3843.64,3692.4,3558.38,3811.02,3470.54,3354.68,3499.96,3537.36,3414.98,3649.0,3549.72,3680.78,3484.64,3451.92,3831.14,3906.02,3499.54,3620.62,3473.64,3494.32,3799.66,3476.4,3446.86,3441.94,3514.68,3464.96,3579.48,3944.24,3702.42,3716.28,3538.36,3482.58,3665.5,3484.5,3425.08,3421.44,3602.34,3593.44,3478.5,4365.26,3445.2,3473.48,3472.32,3403.82,3575.4,3512.96,3433.04,3495.2,3478.96,3559.28,3887.1,4083.16,3659.52,3693.48,3779.52,3891.62,3895.86,3745.04,3884.46,3862.98,4306.32,4134.0,4440.48,4863.36,4070.18,4097.3,4435.82,4413.1,4364.88,4814.88,4398.44,4444.32,4742.34,4649.92,4950.48,5316.1,4765.46,4815.82,,,,,,,,,,
N2539,134,18,FINANCE,1983,1,5483.0,5292.0,4248.0,4654.0,5247.0,5282.0,5081.0,4719.0,4492.0,5284.0,4900.0,5507.0,5608.0,6213.0,4832.0,5405.0,5273.0,5370.0,5278.0,4973.0,5155.0,5590.0,5453.0,5869.0,5858.0,5570.0,5383.0,5996.0,5896.0,6008.0,6692.0,5358.0,5810.0,5295.0,5861.0,7274.0,5483.0,5923.0,5717.0,6885.0,5766.0,6694.0,5823.0,6073.0,5860.0,5603.0,6494.0,7806.0,6057.0,6062.0,5774.0,6370.0,6248.0,6246.0,5923.0,6078.0,6918.0,6086.0,6388.0,6741.0,6741.0,6743.0,5881.0,6317.0,5629.0,5965.0,6155.0,6157.0,5773.0,5574.0,6455.0,6993.0,6770.0,5868.0,5209.0,6247.0,5894.0,6078.0,5862.0,5182.0,6415.0,5978.0,5623.0,7248.0,7160.0,6935.0,5661.0,6477.0,6086.0,6280.0,6268.0,5405.0,6067.0,6844.0,6427.0,9315.0,6755.0,6787.0,6942.0,7119.0,6411.0,7132.0,6626.0,6609.0,7304.0,6984.0,8342.0,8845.0,7792.0,8026.0,8059.0,8107.0,8031.0,8985.0,7747.0,7784.0,8484.0,8245.0,9866.0,9974.0,9487.0,8917.0,8899.0,9217.0,8924.0,9023.0,8363.0,8402.0,8674.0,8842.0,9708.0,10412.0,9686.0,9358.0,,,,,,,,,,
N2540,134,18,FINANCE,1983,1,2420.0,5138.0,4182.0,6940.0,2262.0,4050.0,6430.0,1986.0,3214.0,2304.0,3868.0,4110.0,3590.0,5076.0,3602.0,5850.0,2234.0,4764.0,3614.0,4464.0,4552.0,2884.0,2160.0,2442.0,5746.0,5632.0,5356.0,7380.0,2174.0,4878.0,3322.0,3800.0,3818.0,5212.0,6018.0,3286.0,5572.0,5618.0,5230.0,9896.0,3864.0,3940.0,5892.0,5372.0,6168.0,5360.0,5706.0,3742.0,4924.0,4396.0,4178.0,9088.0,2674.0,6288.0,5746.0,5138.0,6366.0,4312.0,4546.0,6516.0,6158.0,6500.0,6144.0,8020.0,4242.0,6016.0,5796.0,3312.0,4140.0,5220.0,5898.0,5422.0,5062.0,3418.0,5966.0,9298.0,5356.0,5032.0,6092.0,6168.0,6226.0,4524.0,3586.0,3730.0,4492.0,5974.0,4860.0,8014.0,2944.0,7124.0,5310.0,2880.0,3804.0,4498.0,2076.0,9662.0,2982.0,3254.0,3324.0,6724.0,2802.0,3204.0,3454.0,2598.0,3220.0,3268.0,6794.0,4316.0,3574.0,3542.0,3070.0,7088.0,2822.0,4324.0,3580.0,3498.0,4718.0,2942.0,5330.0,6868.0,4154.0,4776.0,4690.0,5472.0,4324.0,4922.0,3240.0,3612.0,4298.0,3796.0,6558.0,6006.0,5434.0,3350.0,,,,,,,,,,
N2541,134,18,FINANCE,1983,1,4070.0,4229.2,3775.2,3584.2,5248.0,4182.4,4119.0,4082.4,3639.8,4020.6,4089.6,4373.6,4143.2,4604.0,4336.4,3953.6,4591.6,4272.4,3911.2,3911.2,4306.2,4280.2,4270.6,4387.8,4282.8,4534.0,4400.6,4282.8,5135.8,4524.0,4875.6,4593.8,4447.8,4406.6,5148.2,6357.6,4503.2,4688.2,4682.2,5012.6,5505.4,4871.8,4909.6,5025.6,4946.8,4943.6,5712.4,6932.4,5201.8,5247.0,4873.6,4854.8,5626.4,4769.4,4713.2,4762.4,5333.2,4960.8,4708.8,5490.0,4650.4,4376.0,4397.2,4318.6,4207.4,4488.6,4520.0,4358.8,4142.4,4052.8,4413.4,4837.4,3882.6,4672.0,3790.0,3713.4,5199.2,4016.2,3849.2,3903.4,3901.2,3943.2,4209.8,4850.2,4256.6,4479.6,3914.0,3849.4,4768.0,3944.0,4002.2,3768.0,4330.8,4109.0,3983.0,5666.8,3783.0,3599.0,3796.8,3663.8,4572.8,3914.6,3604.0,3777.4,3848.6,4110.6,4500.6,4701.6,4026.0,4415.4,4200.8,4325.8,4991.8,4244.2,4146.2,4109.2,4367.8,4511.4,5150.0,5159.0,4421.6,4285.8,4094.0,4611.4,4401.2,4294.2,4516.0,4534.6,4480.4,4570.0,4740.6,4596.6,4543.0,4793.0,,,,,,,,,,
N2542,122,18,FINANCE,1984,1,3417.7,3505.4,3518.0,3556.6,3521.0,3444.4,3487.5,3476.5,3427.7,3558.7,3523.1,3702.4,3741.6,3812.6,3899.6,4069.4,3925.0,3954.1,4160.4,4149.5,4118.9,4233.1,4400.6,4671.9,4441.7,4509.5,4647.7,4761.8,4779.2,4850.5,5006.1,5168.3,5245.0,5445.4,5748.5,6489.2,6180.8,6232.4,6387.7,6499.7,6377.6,6315.0,6403.4,6510.7,6512.1,6482.6,6540.2,6695.3,6859.0,6907.8,7081.4,7203.4,7027.9,7074.2,7161.4,7352.6,7019.4,7130.8,7363.7,7538.4,7522.2,7596.9,7538.6,7760.4,7427.1,7182.4,7295.1,7345.9,7278.7,7479.4,7601.2,7923.8,8023.6,8117.7,8061.9,8358.0,8009.9,7905.0,7749.5,7747.8,8162.7,7936.7,7835.4,9113.8,8298.8,8441.3,8660.7,8831.1,8671.8,8727.2,8842.5,9000.2,8971.6,9175.1,9618.8,10175.7,9945.3,10050.3,10238.3,10146.6,10177.5,10071.1,10218.8,10331.8,10631.6,11051.5,11374.4,12081.6,11417.7,11444.3,11919.0,11497.4,11641.1,11853.9,11674.9,11788.6,11709.8,11796.4,12106.2,13036.6,12089.7,12170.5,,,,,,,,,,,,,,,,,,,,,,
N2543,134,18,FINANCE,1983,1,4265.4,4255.6,4250.74,4198.63,4215.94,4245.21,4262.34,4291.3,4280.0,4329.88,4372.35,4399.83,4313.83,4342.25,4385.73,4365.25,4508.08,4554.34,4578.32,4604.97,4644.22,4687.26,4709.81,4790.68,4853.21,4885.96,4907.77,4908.05,4939.45,4961.95,4987.38,5007.67,5032.72,5048.78,5063.89,5177.04,5195.18,5212.87,5214.09,5178.04,5200.46,5204.89,5232.75,5271.01,5275.2,5269.72,5288.8,5378.65,5441.76,5473.43,5476.57,5453.62,5527.96,5551.37,5557.67,5550.81,5560.01,5638.2,5661.03,5651.56,5838.02,5880.98,5910.41,5895.99,5950.8,5996.05,6041.98,6100.14,6120.61,6165.75,6227.45,6240.38,6511.87,6574.94,6677.37,6674.28,6730.96,6747.35,6820.63,6868.27,6870.94,7001.38,7038.76,7040.6,7198.88,7249.33,7309.26,7303.16,7411.64,7419.32,7519.81,7527.05,7551.76,7552.1,7539.89,7977.01,7930.96,7983.14,7976.6,7915.41,7927.17,7882.63,7925.27,7914.41,7845.09,7800.87,7776.57,7880.04,7803.92,7789.47,7749.35,7712.21,7674.67,7582.96,7540.62,7492.81,7393.51,7365.95,7343.04,7281.82,7242.54,7237.0,7148.34,7144.58,7168.74,7051.78,7089.66,7068.65,6958.93,6966.35,6957.21,7097.78,7148.67,7144.25,,,,,,,,,,
N2544,134,18,FINANCE,1983,1,3892.91,3894.11,3899.93,3864.74,3912.28,3945.84,3982.34,4003.68,3993.66,4052.27,4089.64,4110.68,4008.39,4034.52,4069.86,4050.38,4172.76,4213.23,4246.48,4252.61,4280.04,4324.04,4345.67,4415.44,4480.08,4497.23,4518.31,4514.22,4540.67,4573.37,4598.37,4612.03,4633.19,4657.26,4680.97,4774.19,4784.33,4787.54,4794.4,4765.17,4781.89,4792.21,4835.33,4851.24,4855.76,4853.56,4878.27,4963.1,5025.46,5050.36,5060.18,5041.76,5096.83,5128.01,5156.83,5153.19,5153.4,5233.28,5256.62,5244.26,5436.84,5473.78,5508.14,5498.63,5540.66,5595.82,5646.18,5695.42,5721.38,5765.28,5830.97,5851.78,6095.88,6151.14,6255.88,6261.54,6317.88,6345.94,6427.08,6473.53,6485.06,6615.28,6659.07,6663.97,6809.88,6855.92,6915.72,6912.38,7021.69,7033.25,7150.8,7152.53,7191.44,7189.55,7179.88,7625.8,7572.67,7607.59,7602.65,7548.12,7547.06,7518.58,7571.46,7568.47,7509.59,7486.24,7466.42,7580.36,7492.84,7466.34,7443.72,7400.92,7359.92,7297.1,7267.14,7213.72,7137.47,7100.88,7074.78,7039.12,6994.68,6978.76,6923.31,6899.62,6905.35,6845.14,6849.65,6829.64,6738.84,6749.17,6741.45,6889.66,6925.33,6916.33,,,,,,,,,,
N2545,134,18,FINANCE,1983,1,5267.64,5270.75,5223.06,5197.29,5249.51,5261.33,5287.69,5302.22,5303.78,5416.26,5436.44,5531.28,5984.72,6142.24,6160.66,6262.88,6360.89,6417.25,6444.36,6441.85,6523.6,6662.26,6676.58,6872.65,6825.2,6896.18,6944.94,6992.72,7023.49,7119.78,7162.14,7169.26,7232.44,7271.15,7407.69,7609.96,7517.28,7567.88,7644.32,7741.77,7692.18,7713.64,7719.51,7753.88,7826.54,7819.7,8017.18,8375.05,8322.67,8247.26,8206.67,8338.3,8335.37,8325.28,8268.58,8305.76,8468.87,8528.44,8433.5,8472.82,8643.06,8618.2,8720.17,8813.89,8826.56,8929.48,8919.43,8981.16,8938.74,8977.21,9117.5,9186.98,9311.66,9424.97,9487.34,9484.93,9635.7,9638.11,9674.48,9717.06,9766.88,9860.18,9926.51,9940.6,10034.23,10068.34,10056.14,10075.76,10100.1,10118.32,10129.81,10170.24,10190.94,10205.46,10176.93,10720.19,10528.16,10487.48,10484.89,10474.74,10415.35,10393.47,10200.7,10151.62,10159.86,10083.3,10079.62,10270.27,10155.87,10136.44,10151.7,10148.95,9990.71,9960.78,9841.75,9833.04,9360.72,9893.42,9952.17,10071.49,9904.12,9883.83,9864.35,9892.9,9939.84,10077.54,10063.0,10029.81,10170.44,10167.84,10299.6,10603.1,10490.7,10473.94,,,,,,,,,,
N2546,134,18,FINANCE,1983,1,4409.5,4404.46,4369.52,4330.52,4328.4,4299.32,4342.78,4320.1,4305.74,4374.12,4387.1,4477.14,4537.38,4679.86,4759.86,4844.12,4940.96,5023.6,5011.68,4989.94,5029.64,5085.38,5103.96,5169.1,5127.88,5210.7,5262.28,5219.72,5217.26,5187.48,5220.06,5180.36,5206.08,5199.36,5247.22,5348.56,5241.92,5305.2,5317.28,5367.56,5307.94,5345.24,5267.48,5278.08,5276.36,5297.06,5416.82,5948.22,5796.62,5772.02,5758.36,5705.62,5738.98,5667.32,5547.28,5536.18,5662.24,5661.84,5671.3,5747.7,5742.52,5783.12,5858.1,5941.28,5961.0,5985.0,5961.46,5910.56,5904.6,5919.96,6004.44,6020.26,6090.4,6187.1,6208.0,6290.96,6348.58,6268.72,6386.82,6341.28,6295.66,6357.14,6379.66,6373.82,6399.08,6466.2,6460.38,6505.04,6455.08,6438.12,6392.6,6349.18,6378.18,6389.16,6349.46,6426.28,6338.6,6415.26,6392.02,6337.02,6247.08,6175.02,6050.18,5977.96,5945.5,5914.54,5886.36,5884.92,5773.92,5777.52,5783.26,5731.96,5678.8,5603.86,5529.34,5499.92,5571.88,5535.46,5616.16,5597.02,5539.68,5535.52,5549.44,5513.66,5517.64,5532.58,5408.94,5366.58,5425.32,5414.94,5447.92,5572.34,5576.38,5622.28,,,,,,,,,,
N2547,134,18,FINANCE,1983,1,4838.0,5531.0,5367.5,5013.5,5959.5,6334.0,5919.0,6248.5,5701.0,6530.5,7145.5,6819.0,7037.0,7809.0,6300.0,7143.5,7234.5,6567.5,6090.0,5654.0,6608.0,7566.0,6352.5,8592.0,6631.5,6852.0,7538.0,8407.0,7541.0,9904.5,9371.0,8091.5,8303.5,8617.5,10453.5,9990.5,8337.0,8336.5,10345.5,11060.5,9384.5,8357.0,8366.0,8404.5,8068.0,6518.5,9355.0,7298.5,8012.0,7189.0,6992.0,10277.0,7146.5,7102.0,7257.0,7088.5,9070.5,9606.5,6280.0,6248.0,6311.5,6434.0,7096.5,6601.5,5905.0,7006.5,6113.5,6911.5,6450.5,6504.0,7710.0,7045.0,6302.5,6810.0,7567.0,7051.0,7820.0,8514.0,8180.0,8140.0,8349.5,8474.0,7880.0,8130.5,8020.5,8232.5,8457.0,7468.5,6763.0,7877.5,7438.0,7131.0,7270.0,7203.5,7010.0,6564.5,6734.5,7571.5,6491.0,6489.5,6883.5,6958.5,5731.5,7157.5,6336.0,6862.5,7175.5,7408.5,7052.0,6685.5,7098.5,7048.0,7017.0,7099.0,7310.0,7868.0,7966.0,8130.5,8161.5,7818.0,7239.5,8578.5,7816.5,7816.0,8278.0,9625.0,8620.5,8709.5,9647.0,9214.0,9837.5,9578.5,8816.0,9740.0,,,,,,,,,,
N2548,134,18,FINANCE,1983,1,5227.6,5264.2,5268.8,5015.0,5159.6,5027.0,5096.0,5004.2,5065.2,5002.8,4851.2,5054.4,4814.2,4849.8,4753.4,4878.6,5055.4,4943.6,4988.4,4989.8,4794.8,4859.6,4821.2,5008.0,4758.2,4729.6,4603.4,4700.6,4775.4,4712.2,4826.8,4927.8,4837.2,4765.4,4971.0,5295.4,4786.2,4701.8,4791.8,4864.8,4962.0,5171.6,5114.6,5346.6,5337.6,5405.2,5297.6,5690.4,5085.8,4833.6,4812.0,5112.2,5023.8,5008.0,4529.0,4436.6,4560.4,4538.0,4553.4,4785.4,4397.2,4253.4,4344.2,4315.8,4377.8,4446.0,4350.6,4384.2,4261.0,4193.8,4352.2,4571.6,4239.6,4087.0,3945.6,4012.8,4285.2,4362.0,4362.6,4363.0,4318.0,4484.8,4574.4,4466.8,4341.8,4431.6,4359.4,4430.2,4526.6,4739.4,4590.2,4671.6,4795.0,4818.0,4661.6,4892.4,4529.4,4503.8,4526.4,4385.6,4441.0,4531.0,4334.0,4397.4,4338.8,4505.8,4606.4,4624.6,4404.4,4366.4,4499.8,4392.2,4274.4,4134.2,4037.0,4023.2,4333.0,4303.8,4446.8,4326.0,3979.8,3628.2,3822.4,3923.8,4072.2,4158.2,3904.8,3935.8,4234.0,4384.2,4302.8,4494.6,3855.2,3625.6,,,,,,,,,,
N2549,134,18,FINANCE,1983,1,2693.84,2671.66,2610.72,2635.86,2682.88,2718.18,2726.1,2749.24,2762.04,2864.16,2872.72,2963.82,3137.3,3237.8,3225.66,3262.06,3315.22,3332.92,3376.94,3370.38,3435.44,3567.48,3590.4,3752.0,3716.78,3744.78,3748.02,3812.78,3868.34,3965.64,3985.96,4031.36,4099.44,4117.54,4210.92,4373.08,4338.74,4363.6,4374.12,4442.5,4416.1,4407.18,4453.22,4422.18,4538.82,4541.88,4665.02,4747.72,4724.98,4636.88,4522.14,4622.6,4647.22,4623.86,4642.56,4701.18,4718.24,4771.66,4656.96,4595.48,4818.74,4733.5,4780.52,4869.12,4838.2,4889.4,4899.88,4952.3,4867.16,4864.26,4951.32,5013.34,5051.66,5138.12,5151.7,5004.62,5119.38,5081.08,4984.56,4983.58,5093.08,5140.52,5187.3,5186.68,5247.52,5159.34,5082.14,5102.58,5114.4,5071.18,5111.32,5205.24,5165.96,5160.92,5152.7,5866.14,5561.4,5374.18,5416.56,5433.0,5370.5,5416.26,5316.78,5289.48,5380.84,5243.82,5255.52,5481.56,5419.76,5427.98,5437.94,5442.92,5241.3,5302.9,5189.54,5231.68,4146.46,5212.98,5221.36,5420.42,5323.94,5349.12,5302.46,5377.74,5415.88,5522.26,5699.06,5671.88,5776.52,5799.06,5960.64,6124.84,6074.36,6045.16,,,,,,,,,,
N2550,134,18,FINANCE,1983,1,2705.82,2694.94,2670.74,2762.52,2822.16,2803.14,2778.76,2778.16,2788.44,2874.84,2917.38,2916.06,2695.18,2721.82,2688.26,2706.32,2651.88,2526.76,2514.38,2589.16,2615.36,2651.12,2615.26,2655.8,2782.36,2904.42,2808.26,2817.8,2876.62,2846.34,2855.28,2894.8,2950.16,2883.22,3126.02,3409.7,3420.62,3506.18,3349.4,3405.22,3383.0,3409.64,3631.52,3728.06,3754.34,3799.12,3918.22,3922.42,3836.7,3874.8,3795.96,3801.72,3791.9,3728.12,3822.44,3848.74,3867.2,3882.5,3933.82,3923.4,4059.6,4093.74,4051.06,4042.2,4109.68,4063.2,4076.68,4071.78,4083.86,4142.9,4183.12,4016.12,4159.52,4147.96,4182.7,4115.5,4197.8,4247.86,4280.28,4286.46,4274.88,4526.78,4557.72,4466.98,4818.48,4848.58,4718.64,4697.24,4722.58,4777.2,4803.42,4903.94,4902.54,4903.24,4819.02,4778.64,4868.9,4950.26,4986.04,5007.32,5009.14,5065.72,5077.58,5195.3,5276.82,5530.64,5596.48,5651.08,5683.88,5767.48,5871.02,5830.94,5856.7,5975.72,6043.8,6306.66,7568.58,6433.18,6558.32,6495.8,6489.62,6631.0,6808.26,6887.96,6807.26,6868.74,6964.78,7074.52,7162.62,7087.18,7080.22,7194.38,7142.26,7232.84,,,,,,,,,,
